Title,Director,Actors
Coffee with D,Vishal Mishra,Sunil Grover --- Anjana Sukhani --- Zakir Hussain --- Rajesh Sharma --- Pankaj Tripathi --- Dipannita Sharma --- ,
Dumb: The Story of Big Brother Magazine,Patrick O'Dell,Jeff Tremaine --- Johnny Knoxville --- Steve Rocco --- Steve-O --- Rob Dyrdek --- Bam Margera --- Chad Muska --- Tony Hawk --- Spike Jonze --- Jonah Hill --- Chris Pontius --- Rick Kosick --- Dimitry Elyashkevich --- Dave Carnie --- Tim O'Connor --- ,
Dumb: The Story of Big Brother Magazine,Patrick O'Dell,Jeff Tremaine --- Johnny Knoxville --- Steve Rocco --- Steve-O --- Rob Dyrdek --- Bam Margera --- Chad Muska --- Tony Hawk --- Spike Jonze --- Jonah Hill --- Chris Pontius --- Rick Kosick --- Dimitry Elyashkevich --- Dave Carnie --- Tim O'Connor --- ,
Some: An Erotic Tale,Song Jeong-gyoo,Ahn So-hee-I --- 민우 --- 가�?� --- Lisa --- ,
Savageland,Phil Guidry,Simon Herbert,David Whelan,Monica Davis --- Edward L. Green --- Patrick Pedraza --- VaLynn Rain --- ,
Under an Arctic Sky,Chris Burkard,Chris Burkard --- ,
Dreams by the Sea,Sakaris Stórá,,
The Marker,Justin Edgar,Frederick Schmidt --- John Hannah --- Ana Ularu --- Cathy Tyson --- Struan Rodger --- Lara Peake --- Ian Sharp --- Andrew Shim --- Jack McMullen --- Simon Lowe --- Patrick Connolly --- Barry Aird --- Skye Lourie --- Cosmo Jarvis --- Vanessa Donovan --- Laura Hopper --- Daniel Bowker --- Tracey Briggs --- Ian Brooker --- Delroy Brown --- Sean Connolly --- Jake Fitzpatrick --- Bella Hamblin --- Mia Iandoli-Micallef --- Barrington Patterson --- Laurence Saunders --- ,
Mad Genius,Royce Gorsuch,Chris Mason --- Spencer Locke --- Scott Mechlowicz --- Faran Tahir --- Gbenga Akinnagbe --- Tehmina Sunny --- ,
EMPATHY (a digital love letter),Qiyue Sun,,
The Big Wave Project: A Band of Brothers,Tim Bonython,,
Selfie,Víctor García León,Santiago Alverú --- Pepe Ocio --- Alicia Rubio --- Macarena Sanz --- Javier Caramiñana --- ,
Vampire Cleanup Department,Chiu Sin-Hang,Yan Pak-Wing,BabyJohn Choi --- Lin Min-Chen --- Chin Siu Ho --- Richard Ng --- Lo Meng --- Bondy Chiu --- Yuen Cheung-Yan --- Siu Yam-Yam --- Jim Chim --- Eric Tsang --- ,
Hairy,Anka Schmid,Sophie Rois --- ,
The Woman Who Left,Lav Diaz,Charo Santos-Concio --- John Lloyd Cruz --- Michael De Mesa --- Nonie Buencamino --- Shamaine Buencamino --- Mae Paner --- Mayen Estanero --- Marjorie Lorico --- Lao Rodriguez --- Kakai Bautista --- Jo-Ann Requiestas --- Jean Judith Javier --- Daniel Palisa --- ,
The Brink,Jonathan Li,Zhang Jin --- Shawn Yue --- Janice Man --- Wu Yue --- Tai Bo --- Cecilia So --- Yasuaki Kurata --- Gordon Lam Ka-Tung --- Derek Tsang --- ,
Lev,Roy Shtayim,Roy Meyer --- Emily Heiman --- Shira Gatt Harari --- ,
True to the Game,Preston A. Whitmore II,Columbus Short --- Erica Peeples --- Vivica A. Fox --- Nafessa Williams --- Andra Fuller --- Nelsan Ellis --- Jennifer Freeman --- Malcolm David Kelley --- Nikki Leigh --- Draya Michele --- Starletta DuPois --- Annika Noelle --- Lisa Renee Pitts --- Lorenzo Eduardo --- Iyana Halley --- Ricky Wang --- Gregory Hinds --- Paul Saucido --- Misan Akuya --- Quincy Smith --- Manny Halley Jr. --- Stanley R. Atwater --- ,
Chants and Dances for Hand,Larry Gottheim,,
My Daughter's Friend,Ahn Min-sang --- ,
Alec Baldwin: One Night Only,Alec Baldwin --- Bill Clinton --- Robert De Niro --- Tracy Morgan --- Julianne Moore --- William Baldwin --- Daniel Baldwin --- ,
The Last Prosecco,Antonio Padovan,Giuseppe Battiston --- Roberto Citran --- Rade Serbedzija --- Teco Celio --- Liz Solari --- Babak Karimi --- Silvia D'Amico Bendico --- ,
Paula,Alex Holmes,Denise Gough --- Tom Hughes --- Owen McDonnell --- Siobhán Cullen --- Sean McGinley --- Edward MacLiam --- Aoibhinn McGinnity --- Jane Brennan --- Emily Taafe --- Amelie Metcalfe --- Jonny Holden --- Ciarán McMenamin --- Aislín McGuckin --- David Herlihy --- Rachael Dowling --- Dylan Breen --- Skye McClenaghan --- Olivia Feron --- Gary Lilburn --- David Pearse --- Derbhle Crotty --- Alexandra Ford --- Rosie McClelland --- Julia Dearden --- ,
Mexico! Un cinema alla riscossa,Michele Rho,Antonio Sancassani --- ,
Opus 3:3,Ricardo Yanofsky,,
Rifle,Davi Pretto,,
Kupkop,Jaynus Barbee A. Olaivar,,
Virtual Utopia Experience,James Webster,,
Face 2 Face,Matthew Toronto,Daniela Bobadilla --- Daniel Amerman --- Kevin McCorkle --- Mary Gordon Murray --- Emily Jordan --- Eric Watson --- Chelsea Alden --- Thomas McNamara --- Oscar Camacho --- Hayley McLaughlin --- Sam Meader --- Matthew Amerman --- Antonio Robles --- Nicholas James Reilly --- Karrie Cox --- Lindsay Elston --- Sheldon A. Smith --- Michael Soulema --- Russell Stout --- ,
Satan Jawa,Garin Nugroho,,
66 kinos,Philipp Hartmann,,
Millimeterle,Pascal Reinmann,,
Del Playa,Shaun Hart,Devon Barnes --- Brett Johnson --- Nikki Leigh --- Andrew Dits --- David Hill --- Chelsea Turnbo --- Courtney B Turk --- Ryan Ochoa --- Alan Ayala --- Philip Marlatt --- Chelsea Gilson --- Tomik Mansoori --- Josh Berger --- Emma Anderson --- Luke Hart --- Harry 'The Carpenter' Mansoori --- Daniella Perkins --- Robert Ochoa --- ,
Hickey,Alex Grossman,Troy Doherty --- Flavia Watson --- Raychel Diane Weiner --- Tom Lister Jr. --- Alex Ashbaugh --- Ross MacKenzie --- Zedrick Restauro --- Nicholas Azarian --- ,
Pandigai,Feroz,Krishna Kulasekaran --- Anandhi --- Saravanan --- Nithin Sathya --- Madhusudhan Rao --- Karunas --- Pandi --- Arul Dass --- Shanmugarajan --- Arjai --- Aathma Patrick --- Senthikumari --- ,
All Male, All Nude,Gerald McCullouch,Steven Marchi --- Matt Frank --- Michael Garcia --- Matt Colunga --- David Ohmann --- Kelli Andrews --- Matthew Black --- Knight --- Alex Meyer --- Paul Parker --- Billy Sandberg --- Justin Winchell --- ,
Tigers Are Not Afraid,Issa López,Paola Lara --- Juan Ramón López --- Ianis Guerrero --- Rodrigo Cortés --- Tenoch Huerta --- Hanssel Casillas --- ,
Superswede: A film about Ronnie Peterson,Henrik Jansson-Schweizer,Mario Andretti --- Emerson Fittipaldi --- Nina Kennedy --- Niki Lauda --- Ronnie Peterson --- Jody Scheckter --- Jackie Stewart --- John Watson --- ,
In the Family,Ozan Açıktan,Engin Günaydın --- Demet Evgar --- Erdal Özyağcılar --- Devrim Yakut --- Fatih Artman --- Şevket Çoruh --- Gülse Birsel --- Derya Karadaş --- Su Kutlu --- Ayta Sözeri --- Deniz Hamzaoğlu --- Devin Özgür Çınar --- Rıza Akın --- Arif Erkin Güzelbeyoğlu --- Ünal Yeter --- Erdal Cindoruk --- ,
Chained - The Seduction of Two Women,Park Sun-Uk,Hong Sae-hee --- Jeong Hyang --- ,
George Michael: Freedom,David Austin,George Michael,George Michael --- Naomi Campbell --- Christy Turlington --- Cindy Crawford --- Tatjana Patitz --- Linda Evangelista --- Stevie Wonder --- Elton John --- Ricky Gervais --- Nile Rodgers --- Mark Ronson --- Tracey Emin --- Liam Gallagher --- Mary J. Blige --- Jean Paul Gaultier --- James Corden --- Tony Bennett --- Emmanuelle Alt --- David Austin --- Jellybean Benítez --- Clive Davis --- Kate Moss --- Paul Russell --- Tony Russell --- Simon Rutter --- Andy Stephens --- ,
Star Raiders: The Adventures of Saber Raine,Mark Steven Grove,Casper Van Dien --- Cynthia Rothrock --- James Lew --- Brit Laree --- Sara N. Salazar --- Mark Steven Grove --- Kevin Sean Ryan --- Sarah Sansoni --- Cordy McGowan --- Adam Lipsius --- Tyler Weaver Jr. --- Andy Hankins --- Holly Westwood --- Nico Feula --- Michael Grell --- Scott Sheely --- ,
Modern British Slavery,Janice Sutherland,,
The Ghoul,Gareth Tunley,Tom Meeten --- Alice Lowe --- Paul Kaye --- Rufus Jones --- Daniel Renton Skinner --- Niamh Cusack --- Geoffrey McGivern --- Waen Shepherd --- Rachel Stubbings --- James Eyres --- ,
Hell on Earth: The Fall of Syria and the Rise of ISIS,Sebastian Junger,Nick Quested,Sebastian Junger --- ,
Judd Apatow: The Return,Marcus Raboy,Judd Apatow --- ,
Risk,Laura Poitras,Julian Assange --- Sarah Harrison --- Jacob Appelbaum --- Joseph Farrell --- Renata Avila --- Jennifer Robinson --- Erinn Clark --- Laura Poitras --- Ana Alban --- Christine Assange --- Louis Bladel --- Hillary Clinton --- Amal Clooney --- Anderson Cooper --- Roger Dingledine --- Daniel Ellsberg --- Tamer Gadalla --- Lady Gaga --- Amy Goodman --- Kristinn Hrafnsson --- Helena Kennedy --- Gavin MacFadyen --- Chelsea Manning --- Helmut Martin-Jung --- Mathia Nalappan --- Fidel Narvaez --- Barack Obama --- Adam Schiff --- Jeff Sessions --- Vaughan Smith --- Edward Snowden --- Katerina Suvorova --- Donald Trump --- Johannes Wahlström --- Slavoj Žižek --- ,
Maze,Stephen Burke,Tom Vaughan-Lawlor --- Barry Ward --- Martin McCann --- Niamh McGrady --- Eileen Walsh --- Aaron Monaghan --- Ross McKinney --- Elva Trill --- Tim Creed --- Cillian O'Sullivan --- Patrick Buchanan --- Andy Kellegher --- David Coakley --- Will Irvine --- Lalor Roddy --- ,
Tiny Christmas,Jonathan A. Rosenbaum,Riele Downs --- Lizzy Greene --- Matty Finochio --- Graeme McComb --- Panou --- Patricia Drake --- Jonathan A. Rosenbaum --- ,
Halfway,Ben Caird,Gillian Zinser --- Jeffrey DeMunn --- Amy Pietz --- Quinton Aaron --- Billy Aaron Brown --- T.J. Power --- Marcus Henderson --- Linda Bright Clay --- Mike McNamara --- Mimi Sagadin  --- Nicole Scimeca --- Richard Gallion --- Antonio Polk --- Sarah Gise --- ,
Cla'am,Nathaniel Martello-White,Joel Fry --- Ivanno Jeremiah --- Brian Bovell --- Kevin McMonagle --- Toby Wharton --- Daniel Francis --- Naomi Sheldon --- Alex Mugnaioni --- ,
Sagrada Reset Part 2,Yoshihiro Fukagawa,Shuuhei Nomura --- Yuina Kuroshima --- Yuna Taira --- Kentaro Ito --- Tina Tamashiro --- Yuri Tsunematsu --- Goro Oishi --- Mariko Kaga --- Makoto Okunaka --- Yuuka Yano --- Kenshiro Iwai --- Rei Okamoto --- Hisashi Yoshizawa --- Arisa Nakajima --- Tomomi Maruyama --- Mitsuhiro Oikawa --- Akiko Yagi --- ,
The Sleep Curse,Herman Yau,Anthony Wong --- Gordon Lam Ka-Tung --- Jojo Goh --- Michelle Wai --- Pancy Chan --- 麥�?樂 --- Ikki Funaki --- Gai Yew Lan --- Jayden Sow --- Pearlly Chua --- ,
History of the First Kazakh Khans. The Diamond Sword,Ру�?тем �?бдрашов,Еркебулан Дайыров --- До�?хан Жолжак�?ынов --- И�?бек �?бильмажинов --- �?�?н Утепберген --- Мадина Е�?манова --- ,
The Renata Road,Ed Greenberg,CJ de Mooi --- Eric Colvin --- Rebekah Bowman --- Alice Maguire --- ,
Space Squad: Space Sheriff Gavan vs. Tokusou Sentai Dekaranger,Koichi Sakamoto,Yuma Ishigaki --- Ryuji Sainei --- Tsuyoshi Hayashi --- Yousuke Itou --- Ayumi Kinoshita --- Mika Kikuchi --- Tomokazu Yoshida --- Kenji Ohba --- Suzuka Morita --- Hiromi Sakimoto --- Tomokazu Seki --- Michi Nishijima --- Ibuki Yoshikawa --- Mikie Hara --- Ryoko Yuui --- Mako Ishino --- Hiroshi Kamiya --- Tetsu Inada --- Jun'ichi Haruta --- ,
Έτε�?ος Εγώ,Sotiris Tsafoulias,Pigmalion Dadakaridis --- Dimitris Katalifos --- Manos Vakousis --- Ioanna Kolliopoulou --- Giorgos Chrysostomou --- Kora Karvouni --- François Cluzet --- ,
Sexless,Lee Kang-rim,Yoon Se-na --- Sin Seong-hoon --- Jang Ji-eun-I --- Ahn So-hee-I --- ,
Trump's Lobby,Alex Winter,,
CineMagia: A História das Videolocadoras de São Paulo,Alan Oliveira,,
Control,Jan Verheyen,Koen De Bouw --- Werner De Smedt --- Greg Timmermans --- Sofie Hoflack --- Marcel Hensema --- Hendrik Aerts --- Jurgen Delnaet --- Chris van den Durpel --- ,
Tasty Working Girl,Hwa Ni,Ahn So-hee-I --- Jang Chang-myung --- Eun Jeong-I --- Min Ho --- ,
Nona,Michael Polish,Kate Bosworth --- Sulem Calderon --- Jesy McKinney --- Diana Cabuto --- Jasper Polish --- Giancarlo Ruiz --- ,
Joel D. Wynkoop's Dead End,Joel D. Wynkoop --- Mary Catherine Holseybrook Wynkoop --- Bob Glazier --- ,
Blue World Order,Ché Baker,Dallas Bland,Billy Zane --- Bruce Spence --- Kendra Appleton --- Jack Thompson --- Stephen Hunter --- Jake Ryan --- Andy Trieu --- Barbara Hastings --- Dallas Bland --- Patrick J. Gallagher --- ,
Omnipresent,Ilian Djevelekov,Velislav Pavlov --- Teodora Duhovnikova --- Vesela Babinova --- Mihail Mutafov --- Anastassia Liutova --- Toni Minasyan --- Irmena Chichikova --- Boris Lukanov --- Valery Rangelov --- Ina Dobreva --- Georgi Staykov --- Zdravko Milenov --- Kamen Kolarov --- Linda Russeva --- Mariya Slavcheva --- ,
Les Osselets,Elodie Bouedec,Fantine Harduin --- David Geselson --- Solène Arbel --- Constance Rousseau --- Théo Mathieu Gaestel --- Guillaume Fletcher --- ,
Tiny Mammals,Dagny Looper,Sophia Lillis --- Jake Lillis --- Luc Detiger --- Heidi K. Eklund --- Beth Grant --- Elizabeth Henry --- Thea McCartan --- ,
Veronica,Alejandro Martínez Beltrán,Carlos Algara,Arcelia Ramírez --- Olga Segura --- Sofía Garza --- Eugenia Morales Marín --- ,
Rhein-Lahn Krimi: Jammertal,Thomas Veit,Eva Habermann --- Michaela Schaffrath --- Gedeon Burkhard --- Mathieu Carrière --- Susan Sideropoulos --- Willi Thomczyk --- Urs Remond --- Ulrike Röseberg --- ,
The Sower,Marine Francen,Pauline Burlet --- Géraldine Pailhas --- Alban Lenoir --- Iliana Zabeth --- Françoise Lebrun --- Raphaëlle Agogué --- Barbara Probst --- Anamaria Vartolomei --- Margot Abascal --- Mama Prassinos --- Sarah Fourage --- Théo Costa Marini --- Auguste Wilhelm --- Guillaume Costanza --- Denis Coutaudier --- ,
You've Made Your Bed, Now Lie in It,Alexander Zwart,Magne Grøttebø --- Sverre Horge --- Jan Geir Solheim --- ,
The Snake with a Thousand Cuts,Eric Valette,Tomer Sisley --- Terence Yin --- Erika Sainte --- Pascal Greggory --- Carlos Cabral --- Stéphane Debac --- Cédric Ido --- Jean-Jacques Lelté --- ,
Ruqyah - The Exorcism,Jose Poernomo,Celine Evangelista --- Evan Sanders --- Hikmal Nasution --- Mega Carefansa --- Alfie Alfandy --- Zahra Jasmine --- Torro Margens --- ,
An Affair - Two Sisters,Park Joo-yeong,Choi Chae-il --- Lee Chae-dam --- Min Do-yoon --- Park Kwon-ho --- Seon Mi --- Yongpal --- ,
My Teacher,Takahiro Miki,Toma Ikuta --- Suzu Hirose --- Ryo Ryusei --- Aoi Morikawa --- Kentaro Ito --- Tomoya Nakamura --- Manami Higa --- Akiko Yagi --- Leo Morimoto --- ,
Another Evil,Carson D. Mell,Steve Zissis --- Mark Proksch --- Jennifer Irwin --- Dax Flame --- Steve Little --- Dan Bakkedahl --- Beck DeRobertis --- Mariko Munro --- ,
Dawson City: Frozen Time,Bill Morrison,Kathy Jones-Gates --- Michael Gates --- Sam Kula --- Bill O'Farrell --- Chris 'Mad Dog' Russo --- Bill Morrison --- ,
Love You Thank You,Chad Hylton,Donovan Mendelovitz --- Tim Torre --- ,
Scarecrows,Stuart Stone,Mike Taylor --- Hannah Gordon --- Sammi Barber --- Austin Duffy --- Umed Amin --- Maaor Ziv --- Jason Thomas --- Derek Christoff --- ,
The Invited Man,Kang Yoo-min,Lee Eun-mi-I --- Kang Min-woo --- Lee Jae-hyeon-I --- Han Na --- ,
Aruvi,Arun Prabu Purushothaman,Aditi Balan --- Shwetha Shekar --- Lakshmi Gopalaswamy --- Mohammad Ali Baig --- Kavitha Bharathi --- ,
Wenn Frauen ausziehen,Matthias Tiefenbacher,Friedrich von Thun --- Anna Maria Mühe --- Max von Thun --- Sophie von Kessel --- Saskia Vester --- Siegfried Terpoorten --- Florian Odendahl --- ,
The Tiger Hunter,Lena Khan,Danny Pudi --- Rizwan Manji --- Jon Heder --- Karen David --- Kevin Pollak --- Sam Page --- Iqbal Theba --- Lucas Near-Verbrugghe --- Anand Desai-Barochia --- Parvesh Cheena --- ,
Am Ruder,Stephan Wagner,Wotan Wilke Möhring --- Julia Koschitz --- Godehard Giese --- Dirk Borchardt --- Simon Licht --- Inga Birkenfeld --- Thelma Buabeng --- Rainer Piwek --- Hubertus Hartmann --- Selale Gonca Cerit --- Sebastian Achilles --- Johann Fohl --- Roman Kanonik --- Nils Adolf Schulz --- Stefanie Antonia Wermeling --- Roland Wolf --- ,
PlayBoy (and the gang of cherry),Oompon Kitikamara,,
A Good Wife,Mirjana Karanović,Mirjana Karanović --- Boris Isaković --- Marko Nikolić --- Hristina Popović --- Bojan Navojec --- Ksenija Marinković --- Jasna Djuricic --- Vlado Kerošević --- ,
The Irregular at Magic High School: The Girl Who Calls the Stars,Risako Yoshida,Yuichi Nakamura --- Saori Hayami --- Yumi Uchiyama --- Satomi Satou --- Atsushi Tamaru --- ,
Sauce,Ralph Sepe Jr.,Zane Shaw --- Caroline Bergwall --- Zach Churnetski --- Ralph Sepe Jr. --- ,
Lima,Neill Blomkamp,,
Schlagerland,Arne Birkenstock,Jürgen Drews --- Roland Kaiser --- Andreas Gabalier --- Ralph Siegel --- ,
If You're Not In The Obit, Eat Breakfast,Daniel Gold,Carl Reiner --- Mel Brooks --- Dick Van Dyke --- Kirk Douglas --- Norman Lear --- Betty White --- Tony Bennett --- Jerry Seinfeld --- Dan Buettner --- Arlene Van Dyke --- Stan Lee --- ,
The Last Shaman,Raz Degan,James Freeman --- ,
Bolo Dugga Maiki,Raj Chakraborty,Ankush Hazra --- Nusrat Jahan --- Paran Bandopadhyay --- Kaushik Banerjee --- Soumendra Bhattacharya --- ,
Beyond Dreams,Rojda Sekersöz,Evin Ahmad --- Gizem Erdogan --- Malin Persson --- Anna Bjelkerud --- Outi Mäenpää --- Michael Lindgren --- Inger Nilsson --- Diar Said --- Segen Tesfai --- Ella Åhman --- Adel Ahmod --- Stina Almquist --- Jimmy Backman --- Anna Denarp --- Charlotte Lindmark --- Best Mbemda --- Gabriella Carlsson --- Alexi Carpentieri --- Ulrika Persson --- Byron Reimer Ward --- ,
Everything is Wonderful,Pia Mechler,Tonia Sotiropoulou --- Pia Mechler --- Alexis Georgoulis --- Hannah Herzsprung --- Tyron Ricketts --- ,
Jeff Dunham: Relative Disaster,Michael Simon,Jeff Dunham --- ,
The Tutor,Iván Noel,Valentino Vinco --- Romina Pinto --- Cristina Maresca --- Malena Alonso --- Julio Mendez --- ,
Pity I Don't Have Perfect Pitch Too,Josiah Renegade,Amaris Kirby --- Jessi Burkette --- Wesley Elder --- Valeri Bates --- ,
Nos Enfants,Sarah Suco,Alix Poisson --- Yannick Choirat --- Alice de Lencquesaing --- ,
Shop of Little Pleasures,Julia Frick,Roman Blumenschein --- Michael Buchinger --- Stefanie Elias --- Alice Frick --- Waltraut Haas --- Petra Kleinert --- Barbara Karlich --- Thomas Nash --- ,
Dora,Dass Ramasamy,Nayanthara --- Thambi Ramaiah --- Harish Uthaman --- Sulile Kumar --- ,
Godless,Ralitza Petrova,Irena Ivanova --- Ivan Nalbantov --- Ventzislav Konstantinov --- Alexandr Triffonov --- Dimitar Petkov --- ,
Overwatch Animated Short: Rise and Shine,Elise Zhang --- ,
Kalushi,Mandla Dube,Pearl Thusi --- Marcel Van Heerden --- Welile Nzuza --- Louw Venter --- Lawrence Joffe --- Jafta Mamabolo --- Thabo Rametsi --- Kaseran Pillay --- Fumani Shilubana --- Thabo Malema --- ,
Not on My Watch,Emmanuelle Cuau ,Virginie Efira --- Gilbert Melki --- Marilyne Canto --- Renan Prévot --- Jean-Baptiste Blanc --- Zacharie Chasseriaud --- René Remblier --- Yvonnick Chedemois --- Olivier Cruveiller --- Mireille Perrier --- Antonin Veyrac --- Catherine Toffaletti --- Noé Forest --- ,
Sequence Break,Graham Skipper,Fabianne Therese --- Audrey Wasilewski --- Chase Williamson --- Lyle Kanouse --- John Dinan --- ,
El aleteo del colibrí,Meritxell A. Valls,,
Ovum,Luciano Blotta,Jayson Gladstone --- ,
Free!: Take Your Marks,Eisaku Kawanami,Tsubasa Yonaga --- Mamoru Miyano --- Kenichi Suzumura --- Nobunaga Shimazaki --- Kouki Miyata --- Daisuke Hirakawa --- Tatsuhisa Suzuki --- Yoshimasa Hosoya --- Satsuki Yukino --- Koutarou Nishiyama --- Kenji Nojima --- Kouki Uchiyama --- Yuka Terasaki --- Akeno Watanabe --- Yukana --- Kenjirou Tsuda --- Masayoshi Sugawara --- Hiroshi Yanaka --- Satoshi Hino --- Chihiro Suzuki --- Takuma Suzuki --- Toshiyuki Toyonaga --- Ryohei Kimura --- Kumagai Kentarou --- Yuuko Iida --- ,
Deadly Exchange,Tom Shell,Lindsay Hartley --- Jason-Shane Scott --- Victoria Konefal --- Jon Herrmann --- Cynthia Watros --- Rhys Matthew Bond --- ,
Aldebaran Cataclysme,Alain Robert --- Sophie Renée --- Emmanuel Buriez --- ,
Barely Managing,Kit Leonard Dennis --- Alysha Brady --- Miata Edoga --- ,
Mustang Island,Craig Elrod,Macon Blair --- Lee Eddy --- John Merriman --- Molly Karrasch --- ,
Breaking the Limits,�?ukasz Palkowski,Jakub Gierszał --- Tomasz Kot --- Arkadiusz Jakubik --- Kamila Kamińska --- Artur Żmijewski --- Magdalena Cielecka --- Janusz Gajos --- Adam Woronowicz --- Szymon Piotr Warszawski --- Mateusz Kościukiewicz --- Anna Próchniak --- Miroslaw Haniszewski --- ,
No Other Way to Say It,Tim Mason,Beth Melewski --- Cayne Collier --- Ed Flynn --- Megan Kellie --- Sue Salvi --- ,
